maxord,nonlin_conv_coef,max_conv_fails,maxl,epslin,runtime1,0.584591,43,297,0.868707,32.75329
2,0.806275,40,77,0.693594,9.978815
3,0.0115,7,312,0.062494a3.422025
1,0.097516,14,10,0.215755,6.458566
1,0.611068,14,149,0.63925,15.03078
1,0.662907,47,54,0.567634,11.35363
2,0.333091,37,200,0.487328,1.731879
3,0.247858,10,432,0.861754,2.23373
2,0.531442,45,109,0.345436,1.467522
1,0.577955,16,99,0.625112,11.866036
2,0.180244,17,116,0.264365,2.134967
2,0.721634,49,429,0.039636,3.186159
2,0.564042,17,237,0.100591,2.182957
3,0.365876,20,285,0.321147,1.291803
4,0.263802,16,234,0.775362,1.644989
4,0.278378,8,171,0.052009,1.716887
2,0.862371,28,63,0.306487,1.133604
3,0.356081,16,459,0.428656,2.356836
2,0.316033,20,303,0.288987,2.170968
4,0.142841,42,30,0.787108,1.287643
2,0.173689,7,180,0.235221,2.260295
3,0.290408,6,161,0.782322,1.500013
4,0.706702,23,215,0.204315,1.698353
1,0.559599,42,357,0.536391,40.27291
4,0.797943,20,15,0.585074,9.565456
2,0.486159,50,290,0.404905,1.712281
4,0.297628,13,481,0.758298,2.957051
3,0.021967,22,85,0.137043,2.58351
4,0.058138,27,5,0.252879,4.272987
3,0.516727,30,139,0.543038,1.249939
1,0.323638,33,489,0.492377,20.13757
5,0.523091,46,197,0.870427,23.578255
4,0.501741,15,415,0.027453,1.773067
4,0.637339,7,341,0.447401,1.770479
3,0.439848,19,467,0.443273,2.271345
3,0.003289,25,183,0.285354,3.164766
3,0.386509,47,384,0.401764,2.04687
1,0.624964,31,257,0.810293,33.613144
5,0.553029,43,264,0.450593,1.485643
4,0.428514,8,229,0.312271,1.726693
3,0.064553,19,320,0.739113,1.346998
2,0.68339,18,309,0.65125,6.006592
4,0.852505,36,443,0.003883,2.139956
1,0.842359,9,74,0.30028,11.193969
4,0.036611,25,173,0.683678,1.422114
4,0.450105,34,132,0.419058,1.435693
2,0.507975,38,352,0.721782,1.857563
5,0.207622,38,378,0.144472,1.524613
4,0.192986,44,283,0.139028,1.672215
4,0.421408,41,241,0.090771,1.712932
2,0.114151,24,495,0.726742,2.887351
3,0.617013,22,10,0.375117,1.048254
3,0.275855,30,127,0.763477,1.466508
4,0.090822,19,306,0.590152,1.509908
3,0.81139,29,491,0.62394,47.983034
5,0.479215,14,108,0.178114,1.443155
3,0.76756,37,208,0.605697,3.514609
1,0.374524,9,392,0.52286,15.077695
3,0.162312,5,97,0.890293,1.608814
5,0.396242,18,389,0.885329,1.999429
3,0.465449,3,60,0.348467,1.389836
5,0.074367,7,205,0.084034,1.613789
5,0.816173,26,81,0.508027,2.014517
4,0.243507,36,425,0.10586,2.053106
4,0.846068,32,337,0.056474,1.416243
2,0.892724,23,478,0.73494,138.042205
1,0.691841,21,58,0.800494,12.440263
3,0.822242,21,272,0.38415,2.488728
3,0.759532,37,301,0.470017,1.569694
5,0.032396,43,23,0.031072,2.942685
2,0.419848,33,164,0.336597,1.609439
4,0.069274,26,440,0.503745,1.963411
2,0.835652,35,166,0.819597,35.945985
4,0.496261,15,51,0.478377,1.258791
3,0.883629,49,124,0.2299,1.448245
5,0.545429,24,366,0.380365,1.873455
3,0.152257,4,34,0.079431,1.580365
3,0.459304,42,412,0.558586,2.049904
2,0.30631,21,461,0.805075,2.258926
5,0.014567,27,226,0.556789,1.70927
3,0.574998,12,269,0.574069,1.448872
3,0.802835,24,45,0.435287,1.075306
1,0.343352,48,358,0.326857,15.073503
5,0.655359,11,242,0.611538,1.58462
4,0.550908,46,452,0.834437,5.146444
4,0.869583,43,475,0.391689,2.419311
4,0.300579,50,49,0.242107,1.388496
3,0.878701,6,346,0.130703,1.527039
2,0.158033,32,70,0.551959,1.770397
4,0.227232,13,261,0.709446,1.609803
4,0.594505,34,154,0.155254,1.520775
3,0.697269,32,86,0.826985,17.793286
3,0.046524,45,194,0.877348,1.669645
5,0.70831,12,26,0.200404,1.263315
2,0.686958,34,372,0.194466,2.169233
3,0.770654,29,402,0.221877,2.10866
5,0.872007,31,434,0.073095,1.876518
3,0.200375,40,444,0.706797,2.369688
3,0.651182,4,147,0.170013,1.266668
4,0.672971,29,191,0.112394,1.44551
2,0.645435,38,36,0.01453,2.632837
1,0.286839,44,407,0.189478,20.493716
4,0.832562,39,377,0.700998,75.788394
4,0.618927,35,18,0.580829,0.997348
3,0.324902,36,423,0.011208,2.877433
3,0.511613,12,132,0.018367,2.044982
5,0.434172,11,333,0.676155,1.736273
2,0.392456,47,28,0.828841,1.011078
4,0.538082,40,294,0.854495,2.545412
2,0.744342,12,281,0.519296,1.56768
4,0.774209,21,252,0.116425,1.635148
2,0.11036,9,344,0.357124,2.666249
4,0.484188,31,136,0.467984,1.376798
3,0.739162,30,420,0.594815,6.782968
1,0.381855,41,225,0.22606,9.578755
2,0.265566,49,186,0.332382,1.92119
2,0.785318,33,473,0.846799,136.683268
5,0.34138,45,325,0.408958,1.66429
5,0.34979,48,382,0.635699,1.982651
4,0.787381,24,144,0.533282,1.526783
4,0.146476,29,323,0.749444,1.842039
2,0.445448,23,450,0.161957,2.663909
3,0.898034,35,95,0.259257,1.491481
4,0.60496,15,276,0.656135,1.609433
2,0.73604,42,211,0.364021,1.37855
5,0.406952,22,400,0.458908,2.114652
1,0.050391,27,464,0.89651,25.263352
2,0.102947,11,43,0.668149,1.848898
5,0.754429,28,484,0.24957,2.386596
1,0.23617,46,499,0.369459,26.058003
2,0.412033,45,90,0.120977,2.045906
3,0.079633,25,249,0.842831,1.540471
5,0.252495,17,120,0.483325,1.341237
3,0.671958,39,370,0.423427,1.824108
4,0.174945,38,67,0.769262,1.322708
1,0.221938,10,361,0.616457,14.52004
2,0.089873,5,267,0.750153,2.161165
2,0.124772,10,248,0.278136,2.522647
3,0.027966,35,408,0.664684,2.162405
2,0.213474,15,219,0.045393,3.065999
2,0.5932,9,349,0.067576,2.75214
2,0.187745,5,156,0.646173,1.981
1,0.470811,40,178,0.687407,16.601175
2,0.633719,4,105,0.298784,1.404519
4,0.368473,6,316,0.796411,1.67462
1,0.728567,18,455,0.273668,15.847519
2,0.229989,26,115,0.182937,2.261459
4,0.129394,27,396,0.714801,2.137464
4,0.137112,4,330,0.163576,1.728678
2,0.715211,48,217,0.512519,1.310042
5,0.189737,3,320,0.412283,1.575894
5,0.666981,3,318,1e-05,5.288353
3,0.56033,3,500,0.269919,2.533146
3,0.592456,50,234,0.339702,1.670473
2,0.423788,3,359,0.9,1.868207
3,0.378022,3,500,0.003364,3.435535
5,0.504074,3,500,0.9,94.160286
3,0.431637,50,376,0.877741,2.006613
5,0.696647,50,500,0.461099,2.383455
4,0.46931,35,346,0.740565,1.887921
5,0.265849,3,333,0.9,1.801177
3,0.54204,3,491,0.578753,2.503277
2,0.664185,50,418,0.279277,2.197567
4,0.095127,47,237,0.705301,1.523546
4,0.268295,38,263,0.885299,1.608457
3,0.55076,28,3,0.857905,5.862319
3,0.457973,50,500,0.694724,2.48729
2,0.352427,21,3,0.639092,1.77215
1,0.824422,3,3,0.729077,11.752094
3,0.523732,50,363,0.811275,5.535784
4,0.398796,25,313,0.9,1.664421
1,0.436048,11,377,0.781368,42.010182
2,0.362166,3,368,0.606254,2.006924
5,0.9,50,484,0.397463,2.748505
4,0.885653,18,315,1e-05,5.317896
2,0.516458,50,334,0.327601,1.919612
2,0.861455,19,290,0.155075,1.872344
5,0.154638,3,165,0.9,1.4959
3,0.154533,3,495,1e-05,9.559438
4,0.596341,50,3,0.886891,10.443548
5,0.714795,3,13,0.477675,1.024311
3,0.383285,28,164,0.757779,1.187209
2,0.664905,3,325,0.643055,9.870817
4,0.9,44,500,0.245865,2.45919
5,0.460696,50,442,0.7574,2.306819
4,0.879638,24,3,0.397656,1.972165
4,0.311716,21,64,0.615271,1.466309
4,0.131718,12,164,0.62,1.527366
4,0.03822,20,192,0.799998,1.240089
5,1e-05,50,385,0.548643,5.573467
3,0.218218,30,93,0.789556,1.246004
5,0.370945,3,220,0.641517,1.4752
1,0.37186,3,3,0.9,100000000.0
3,0.398216,34,125,0.73092,1.155203
3,0.270774,25,224,0.705514,1.508464
4,0.090776,15,187,0.716133,1.543156
4,0.254519,25,235,0.713233,1.59256
3,0.434517,34,135,0.739717,1.158589
3,0.254519,44,93,0.724395,1.426679
4,0.074521,34,193,0.749964,1.632785
5,0.25304,27,209,0.729438,1.571931
4,0.433038,36,109,0.693437,1.230919
3,0.25304,32,164,0.715911,1.357009
3,0.101948,30,157,0.785257,1.509561
3,0.253584,39,169,0.649105,1.471652
4,0.217655,30,70,0.829103,1.143745
5,0.130333,21,169,0.728112,1.510702
2,0.445429,6,15,0.778953,1.093443
5,0.273086,48,336,0.525303,1.810169
4,0.101702,39,237,0.57876,1.203925
3,0.2817,30,137,0.758758,1.498427
4,0.160546,39,91,0.865974,1.429088
4,0.283471,30,190,0.747467,1.41382
4,0.103473,40,254,0.679107,1.145148
3,0.283471,45,250,0.705469,1.710792
4,0.393727,35,183,0.834591,1.173618
4,0.213729,26,91,0.734649,1.390628
4,0.139924,35,161,0.728516,1.464669
4,0.153687,45,215,0.776854,1.075781
4,0.239413,47,141,0.739507,1.501865
3,0.099692,38,82,0.667477,1.469504
4,0.272865,31,182,0.808506,1.360137
4,0.27799,40,281,0.644167,1.758037
4,0.26051,31,244,0.742119,1.594926
3,0.243724,29,145,0.858211,1.355854
4,0.093389,37,238,0.75924,1.130538
4,0.182655,32,224,0.646676,1.351596
4,0.287736,41,150,0.793048,1.345268
4,0.107738,44,203,0.711225,1.607065
3,0.317125,15,115,0.803068,1.229644
4,0.093088,49,239,0.345305,1.512621
4,0.016819,47,151,0.525303,1.873495
5,0.196817,38,236,0.705301,1.450481
4,0.105315,28,276,0.780096,1.684092
4,0.081333,38,255,0.600098,1.325031
4,0.152647,47,186,0.650782,1.555802
4,0.045626,43,234,0.719239,1.615042
4,0.023902,36,224,0.684353,1.707283
4,0.181999,41,228,0.626479,1.499482
4,0.243779,32,217,0.639985,1.722889
5,0.063781,32,224,0.724429,1.437768
5,0.113023,41,222,0.605181,1.288965
4,0.137304,47,210,0.653977,1.524279
4,0.142665,49,247,0.717168,1.538436
5,0.065173,39,251,0.624321,1.782405
4,0.055633,34,177,0.617775,1.508984
4,0.228624,25,209,0.683717,1.507578
4,0.132048,34,246,0.645689,1.63065
4,0.034755,44,213,0.690765,1.61825
4,0.203934,49,229,0.706047,1.770922
4,0.104393,44,234,0.641903,1.529162
4,0.137127,25,214,0.62307,1.582739
4,0.049001,50,324,0.407948,1.596659
4,0.094473,41,290,0.587946,1.55351
3,0.110476,31,190,0.649337,1.114316
4,0.054752,37,104,0.669712,1.404307
4,0.121541,45,203,0.489714,1.634198
4,0.119445,39,208,0.63034,1.123285
4,0.082494,41,170,0.762836,1.940579
4,0.071268,44,205,0.626782,1.319543
4,0.072968,43,123,0.449394,1.458784
4,0.11123,39,201,0.403007,1.157146
4,0.090089,41,117,0.583005,1.291106
4,0.079567,38,216,0.466356,1.594059
4,0.11221,46,246,0.646354,1.160398
4,0.071443,37,217,0.756776,1.17206
3,0.07374,43,118,0.576778,1.348178
4,0.131577,35,125,0.39678,1.297901
4,0.098718,40,224,0.576778,1.32501
4,0.063944,48,156,0.704845,1.142236
3,0.100965,38,77,0.54288,1.453611
4,0.091279,41,177,0.515128,1.208204
4,0.079041,39,172,0.580056,1.364456
3,0.085076,32,115,0.443072,1.353206
5,0.125059,46,350,0.587946,1.596095
5,0.146103,37,250,0.767944,1.612859
4,0.163353,33,151,0.635781,1.362472
3,0.209687,42,132,0.70976,1.62727
3,0.23802,36,33,0.619244,1.135067
4,0.129936,42,19,0.586819,0.968799
4,0.161441,33,70,0.63646,0.992102
4,0.149877,42,169,0.695944,1.471342
3,0.092808,35,269,0.691855,1.763992
3,0.139112,27,169,0.671085,1.421064
3,0.30301,35,70,0.664926,1.401068
4,0.21879,32,169,0.699029,1.545636
4,0.038792,28,129,0.660244,1.620438
4,0.106238,29,81,0.67379,1.079489
3,0.229689,39,120,0.622006,1.548043
3,0.055847,35,130,0.683511,1.594122
3,0.21622,44,40,0.614506,1.403917
4,0.042394,37,139,0.771457,1.559336
4,0.222392,46,238,0.591459,1.599012
3,0.089928,37,139,0.498658,1.196625
3,0.112271,32,95,0.569626,1.564344
2,0.265074,24,15,0.592065,1.278973
5,0.144389,47,250,0.767944,1.585714
4,0.324387,37,151,0.587946,1.376853
4,0.354183,37,117,0.407948,1.542503
3,0.174185,46,216,0.458098,1.364747
